ま,むしあつい,蒸し暑い,무덥다,,,,DAY05
ま,みせ,店,가게,,,,DAY05
ま,みなと,港,항구,,,,DAY05
ま,まち,町,"동네, 마을",,,,DAY05
ま,むら,村,마을,,,,DAY05
ま,みぎ,右,오른쪽,,,,DAY06
ま,みぎがわ,右側,"우측, 오른쪽",,,,DAY06
ま,まえ,前,"앞, 전",,,,DAY06
ま,みなみ,南,"남쪽, 남",,,,DAY06
ま,まっすぐ,まっすぐ,곧장,,,,DAY06
ま,まがる,曲がる,"돌다, 방향을 바꾸다",,,,DAY06
ま,みち,道,길,,,,DAY06
ら,れんらく,連絡,연락,,,,DAY04
ら,りょかん,旅館,여관,,,,DAY05
ら,れっしゃ,列車,열차,,,,DAY06
わ,わたる,渡る,건너다,,,,DAY06
わ,わかる,分かる,"알다, 이해하다",,,,DAY06
